customer_id,customer_name,age,age_group,gender,city,state,customer_type,registration_date,email,phone,is_active,total_lifetime_value
1403,Adweta Mody,40,36-45,Male,Bangalore,Karnataka,Regular,2024-06-27,vsoni@example.net,+91-9010178477,True,348358.51
1404,Ikbal Venkataraman,46,46-60,Female,Patna,Bihar,VIP,2024-07-18,zansi16@example.com,+91-9325824482,True,33091.41
1405,Gaurangi Sridhar,72,60+,Male,Bangalore,Karnataka,Churned,2025-09-17,jeremiah87@example.net,+91-9773665929,False,0.0
1406,Radhika Ahuja,46,46-60,Male,Chennai,Tamil Nadu,Churned,2024-10-17,vaishnavi45@example.com,+91-8330306723,False,0.0
1407,Baljiwan Deo,49,46-60,Male,Kolkata,West Bengal,New,2024-08-08,fitan34@example.org,+91-8904060240,True,42686.44
1408,Chakrika Basu,48,46-60,Female,Chennai,Tamil Nadu,New,2025-11-21,xraju@example.net,+91-7052537453,True,45931.15
1409,Rudra Sandhu,31,26-35,Male,Delhi,Delhi,Regular,2024-12-04,ompanchal@example.org,+91-9861365383,True,137771.21
1410,Hamsini Sha,63,60+,Male,Chennai,Tamil Nadu,Regular,2025-09-27,jdate@example.com,+91-8879835542,True,6774.58
1411,Ekiya Merchant,33,26-35,Male,Bangalore,Karnataka,New,2024-02-20,janujaradhakrishnan@example.org,+91-9617520481,True,31734.02
1412,Ekalinga Pau,72,60+,Male,Mumbai,Maharashtra,Regular,2024-08-30,wdora@example.org,+91-8539934053,True,21256.15
1413,Yashodhara Pillai,52,46-60,Male,Hyderabad,Telangana,New,2024-07-28,fkunda@example.net,+91-8235735155,True,1401.45
1414,Tarak Pal,36,36-45,Male,Patna,Bihar,Regular,2024-12-08,mohancharles@example.org,+91-8753862497,True,506798.12
1415,Indrajit Sodhi,51,46-60,Female,Delhi,Delhi,New,2024-11-30,email_not_provided@unknown.com,+91-7703090406,True,5221.06
1416,Faraj Devan,25,18-25,Male,Chennai,Tamil Nadu,Regular,2025-11-03,widisha25@example.net,+91-7554886174,True,454830.99
1417,Tanish Naidu,53,46-60,Female,Mumbai,Maharashtra,Regular,2024-06-17,vasana37@example.com,+91-8811540633,True,29742.75
1418,Tanveer Wali,38,36-45,Male,Hyderabad,Telangana,New,2024-08-09,pkrishna@example.net,+91-9640666175,True,311660.32
1419,Jeevika Kant,21,18-25,Male,Hyderabad,Telangana,New,2024-03-22,chameli40@example.com,+91-8776155543,True,60571.26
1420,Zansi Lad,46,46-60,Male,Bangalore,Karnataka,Churned,2025-09-03,cchar@example.org,+91-8742554933,False,0.0
1421,Abhiram Goswami,24,18-25,Male,Bangalore,Karnataka,Regular,2025-03-04,ayaan67@example.net,+91-8451200107,True,0.0
1422,Aarav Boase,61,60+,Male,Pune,Maharashtra,New,2026-01-08,dayamaiprashad@example.net,Phone Not Available,True,13825.24
1423,Xalak Murty,39,36-45,Male,Pune,Maharashtra,Regular,2025-05-20,benjaminbuch@example.com,+91-8281760324,True,28850.54
1424,Vasatika Vora,51,46-60,Male,Delhi,Delhi,Regular,2025-03-04,ogoda@example.net,+91-7821065986,True,61108.0
1425,Kamya Das,23,18-25,Female,Kolkata,West Bengal,Regular,2024-09-01,yugseshadri@example.com,+91-7525991768,True,10115.58
1426,Darpan Chokshi,46,46-60,Male,Bangalore,Karnataka,Regular,2024-06-14,andrewlall@example.net,Phone Not Available,True,16004.31
1427,Mekhala Sangha,49,46-60,Male,Patna,Bihar,Regular,2025-06-18,kariupma@example.com,+91-9964413501,True,13147.58
1428,Bhanumati Narula,33,26-35,Male,Delhi,Delhi,Regular,2025-08-01,email_not_provided@unknown.com,+91-7209419927,True,60208.6
1429,Zashil Keer,68,60+,Male,Kolkata,West Bengal,Regular,2025-01-28,wazir96@example.com,+91-7672675210,True,41699.44
1430,Fitan Prasad,52,46-60,Female,Chennai,Tamil Nadu,Regular,2024-12-08,krishnavinaya@example.org,+91-7017193413,True,41608.45
1431,Chatura Kurian,60,46-60,Female,Pune,Maharashtra,Regular,2026-01-07,butalaraagini@example.net,+91-9855644799,True,49657.96
1432,Aarna Toor,43,36-45,Male,Delhi,Delhi,New,2024-06-22,chatresh70@example.com,+91-9436114080,True,3256.14
1433,Unni Madan,43,36-45,Male,Pune,Maharashtra,Regular,2026-01-31,kalpitchoudhry@example.net,+91-9009542624,True,787799.51
1434,Henry Gala,25,18-25,Male,Pune,Maharashtra,VIP,2024-04-11,qvarty@example.com,+91-7225631519,True,497223.27
1435,Anjali Bhasin,62,60+,Male,Hyderabad,Telangana,Regular,2025-12-26,quincy60@example.net,+91-8956240545,True,0.0
1436,Siya Ravi,28,26-35,Female,Bangalore,Karnataka,Regular,2024-11-16,batrazehaan@example.com,+91-8368034303,True,266699.27
1437,Vedika Bhatia,59,46-60,Female,Delhi,Delhi,VIP,2025-03-06,krishnagade@example.org,Phone Not Available,True,50959.98
1438,Jeremiah Bose,72,60+,Female,Pune,Maharashtra,New,2026-01-14,dhegde@example.com,+91-8297515032,True,18923.3
1439,Vedika Kothari,40,36-45,Male,Pune,Maharashtra,New,2024-09-10,sanghvianusha@example.net,+91-7103821476,True,83929.48
1440,Umang Mangat,58,46-60,Female,Mumbai,Maharashtra,Regular,2025-10-20,ramabhavika@example.net,+91-9943887688,True,36237.92
1441,Varsha Karnik,24,18-25,Male,Delhi,Delhi,Regular,2024-08-29,fsant@example.com,+91-7972790976,True,491360.04
1442,Charvi Ganesan,40,36-45,Female,Patna,Bihar,VIP,2025-07-01,akohli@example.net,+91-9054736438,True,5164.21
1443,Falguni Barman,71,60+,Male,Chennai,Tamil Nadu,Regular,2026-01-30,guneet00@example.org,+91-8132291391,True,63729.01
1444,Vansha Acharya,32,26-35,Female,Hyderabad,Telangana,Churned,2024-06-07,patlaekansh@example.com,+91-7902735000,False,0.0
1445,Oni Balan,66,60+,Male,Mumbai,Maharashtra,Regular,2025-11-04,rsant@example.org,+91-8397828980,True,29035.0
1446,Frederick Swamy,41,36-45,Male,Delhi,Delhi,Regular,2025-06-15,iyershivansh@example.com,+91-7664881929,True,125594.77
1447,Champak Kadakia,56,46-60,Male,Patna,Bihar,New,2025-11-20,jmital@example.net,+91-8961100597,True,8740.89
1448,Ranveer Mangat,39,36-45,Female,Patna,Bihar,VIP,2025-04-01,email_not_provided@unknown.com,+91-8583406977,True,403592.53
1449,Priya Goswami,23,18-25,Female,Pune,Maharashtra,Churned,2025-08-15,jsunder@example.com,+91-7633094007,False,0.0
1450,Jalsa Pandit,68,60+,Male,Chennai,Tamil Nadu,New,2025-02-07,email_not_provided@unknown.com,+91-9127381074,True,8749.17
1451,Gagan Babu,46,46-60,Female,Mumbai,Maharashtra,Regular,2024-10-16,palvidhi@example.com,+91-9038318542,True,63136.7
1452,Inaya Sen,19,18-25,Male,Delhi,Delhi,Regular,2024-08-04,hramakrishnan@example.org,+91-9240093431,True,291441.79
1453,Neelima Bail,22,18-25,Female,Delhi,Delhi,New,2025-07-24,pbarad@example.com,+91-8338636605,True,495926.24
1454,Gavin Sama,20,18-25,Male,Bangalore,Karnataka,Regular,2025-08-31,harixavier@example.com,+91-8559839566,True,243723.28
1455,Nirja Kala,62,60+,Male,Hyderabad,Telangana,New,2025-08-08,uagrawal@example.net,+91-9663505832,True,8677.7
1456,Faraj Andra,69,60+,Male,Bangalore,Karnataka,Regular,2024-04-08,lukerajan@example.net,+91-7270588706,True,24638.07
1457,Veer Chauhan,60,46-60,Female,Chennai,Tamil Nadu,Regular,2024-02-16,zaidsrinivasan@example.net,+91-8870455309,True,43875.92
1458,Anvi Sane,28,26-35,Male,Kolkata,West Bengal,Churned,2025-01-27,devansachi@example.net,+91-8134484234,False,0.0
1459,Megha Pillay,65,60+,Male,Chennai,Tamil Nadu,VIP,2024-09-20,taramadhav@example.com,+91-7112522971,True,2550.23
1460,Ganga Mannan,41,36-45,Female,Kolkata,West Bengal,VIP,2025-11-11,jonathan45@example.org,+91-7299106047,True,130023.55
1461,Lopa Arya,37,36-45,Female,Chennai,Tamil Nadu,Regular,2025-10-06,dhawanchakrika@example.org,+91-8115262012,True,525023.58
1462,Yasti Chandran,25,18-25,Male,Delhi,Delhi,Churned,2024-06-08,xparekh@example.net,+91-8941177989,False,0.0
1463,Chanakya Suri,27,26-35,Female,Hyderabad,Telangana,Churned,2025-10-23,thanda@example.net,+91-9377299961,False,0.0
1464,Caleb Sane,48,46-60,Female,Delhi,Delhi,Regular,2024-02-24,sai09@example.net,+91-7595641025,True,65682.43
1465,Chakradhar Naidu,22,18-25,Male,Pune,Maharashtra,Regular,2024-07-25,kallaforum@example.org,+91-7022034970,True,835248.09
1466,Ijaya Sunder,29,26-35,Female,Mumbai,Maharashtra,Regular,2025-04-04,email_not_provided@unknown.com,+91-8393314117,True,206638.96
1467,Edhitha Boase,71,60+,Male,Patna,Bihar,New,2024-02-15,abhaanand@example.net,+91-9434356193,True,9874.03
1468,Garima Bumb,40,36-45,Female,Pune,Maharashtra,VIP,2025-10-01,badalekavir@example.net,+91-7192304089,True,9005.09
1469,Falguni Chowdhury,42,36-45,Male,Hyderabad,Telangana,VIP,2025-11-06,balayutika@example.org,+91-8949401354,True,189994.52
1470,Edhitha Loyal,41,36-45,Female,Delhi,Delhi,Regular,2024-11-10,samakshmittal@example.com,+91-8186590649,True,190892.82
1471,Aadi Gulati,64,60+,Female,Mumbai,Maharashtra,New,2025-02-11,kapadianidra@example.com,+91-8562842237,True,23971.19
1472,Aishani Pant,30,26-35,Female,Chennai,Tamil Nadu,VIP,2025-12-29,majumdarlipika@example.net,+91-9363798629,True,399208.96
1473,Ojas Sankaran,50,46-60,Female,Kolkata,West Bengal,New,2026-01-14,email_not_provided@unknown.com,+91-8921003628,True,11964.52
1474,Omaja Mangat,35,26-35,Female,Chennai,Tamil Nadu,Regular,2025-07-12,bhavani93@example.com,+91-8152161645,True,610725.88
1475,Kavya Sule,69,60+,Male,Hyderabad,Telangana,Regular,2024-05-21,zwable@example.com,+91-9587668370,True,70751.32
1476,Lekha Atwal,69,60+,Female,Pune,Maharashtra,Regular,2025-03-12,tanveer35@example.com,+91-8889889511,True,0.0
1477,Ayaan Walla,22,18-25,Male,Mumbai,Maharashtra,Regular,2024-04-24,harshsoni@example.com,+91-8682778752,True,288425.84
1478,Amrita Chana,65,60+,Female,Delhi,Delhi,Churned,2024-09-22,mishraekanta@example.com,+91-7565805010,False,0.0
1479,Chatura Chand,71,60+,Male,Hyderabad,Telangana,Regular,2024-06-25,anirudh49@example.com,+91-9538856736,True,57327.16
1480,Vasatika Verma,55,46-60,Male,Bangalore,Karnataka,Regular,2024-09-22,lakshit55@example.com,+91-9649978568,True,48851.95
1481,Pavani Chacko,46,46-60,Male,Pune,Maharashtra,Regular,2025-09-09,yugtailor@example.com,+91-9468538578,True,33357.82
1482,Oni Mani,35,26-35,Male,Patna,Bihar,Regular,2025-11-08,deoladvika@example.com,+91-8683899707,True,603033.39
1483,Dipta Murty,61,60+,Female,Delhi,Delhi,VIP,2024-03-22,rkari@example.net,+91-7767248023,True,50600.21
1484,Aarnav Gill,35,26-35,Male,Delhi,Delhi,VIP,2025-05-21,jnarain@example.com,+91-7419453226,True,22688.94
1485,Ikshita Soni,59,46-60,Male,Bangalore,Karnataka,Regular,2024-10-27,tandonkai@example.com,+91-7508026355,True,31475.06
1486,Yug Tara,65,60+,Male,Hyderabad,Telangana,VIP,2024-08-15,luckychaudhari@example.org,+91-8327181512,True,12114.55
1487,Lila Saha,36,36-45,Female,Kolkata,West Bengal,Regular,2024-04-04,ryan96@example.org,+91-7455113611,True,270649.21
1488,Panini Srinivas,23,18-25,Female,Bangalore,Karnataka,Regular,2025-04-05,avni46@example.net,+91-7610146553,True,482680.94
1489,Pushti Chahal,42,36-45,Male,Kolkata,West Bengal,Regular,2025-09-26,tiwariadvika@example.com,+91-9413774616,True,856961.73
1490,Harrison Pai,57,46-60,Male,Bangalore,Karnataka,Churned,2025-10-08,rchandran@example.net,+91-8942301364,False,0.0
1491,Yadavi Som,66,60+,Male,Chennai,Tamil Nadu,New,2025-06-20,email_not_provided@unknown.com,+91-8504596321,True,37082.93
1492,Gautam Dave,23,18-25,Female,Pune,Maharashtra,Regular,2025-10-29,gsingh@example.org,+91-7474781268,True,8521.65
1493,Maanav Agrawal,67,60+,Female,Chennai,Tamil Nadu,Regular,2024-05-07,narayanjagat@example.net,+91-7800520471,True,43640.08
1494,Anvi Talwar,63,60+,Male,Bangalore,Karnataka,Regular,2025-12-30,voak@example.com,+91-9157849120,True,18056.65
1495,Sanya Gopal,21,18-25,Female,Pune,Maharashtra,Regular,2026-01-05,aloyal@example.com,+91-7598014259,True,72063.12
1496,Vamakshi Karpe,20,18-25,Male,Pune,Maharashtra,Churned,2025-01-23,ikalita@example.net,+91-7642415146,False,0.0
1497,Widisha Sur,36,36-45,Female,Delhi,Delhi,New,2024-03-23,pingleekani@example.com,+91-9879530080,True,239029.32
1498,Yashasvi Deol,71,60+,Female,Delhi,Delhi,Regular,2024-06-03,dalalbina@example.com,+91-7200702386,True,8415.29
1499,Lopa Suresh,48,46-60,Female,Bangalore,Karnataka,New,2025-09-26,purohitrobert@example.com,+91-7000997218,True,4982.34
1500,Aarna Goda,51,46-60,Female,Chennai,Tamil Nadu,New,2025-09-11,gaganshanker@example.com,+91-9359245660,True,16876.82
1501,Anusha Gopal,48,46-60,Female,Bangalore,Karnataka,New,2024-05-18,gmannan@example.net,Phone Not Available,True,9999.83
1502,Gauri Upadhyay,51,46-60,Female,Bangalore,Karnataka,New,2025-04-28,anamika87@example.org,+91-9246424129,True,21791.57
1503,Gagan Chopra,27,26-35,Male,Patna,Bihar,Regular,2024-08-27,tbajwa@example.net,+91-9312156932,True,326091.41
1504,Dhriti Desai,57,46-60,Male,Hyderabad,Telangana,Regular,2024-03-15,okorpal@example.com,+91-8273959818,True,36425.71
1505,Yochana Iyengar,65,60+,Male,Delhi,Delhi,Churned,2024-04-17,rohan14@example.org,+91-7435692522,False,0.0
1506,Gautam Basu,44,36-45,Male,Hyderabad,Telangana,New,2024-07-28,upasna63@example.com,+91-9964604680,True,479818.75
1507,Garima Ramaswamy,46,46-60,Male,Hyderabad,Telangana,Regular,2024-08-04,sharmafalguni@example.net,+91-9891573276,True,60667.9
1508,Caleb Mahajan,66,60+,Male,Bangalore,Karnataka,Regular,2025-03-20,lkurian@example.net,+91-7789985073,True,82606.86
1509,Advika Nagy,62,60+,Female,Mumbai,Maharashtra,New,2025-02-23,hema97@example.net,+91-9097048351,True,25443.07
1510,Gayathri Goel,31,26-35,Male,Delhi,Delhi,Regular,2025-05-04,saanvimallick@example.net,+91-7306257350,True,536997.53
1511,Widisha Borra,74,60+,Male,Pune,Maharashtra,Churned,2025-03-11,chameliandra@example.com,+91-7974668738,False,0.0
1512,Hiral Pathak,41,36-45,Female,Hyderabad,Telangana,New,2024-08-07,mallneelima@example.net,+91-7014726937,True,285952.65
1513,Hitesh Ravel,63,60+,Male,Kolkata,West Bengal,Regular,2025-05-29,jchhabra@example.net,+91-9365350040,True,43315.15
1514,Niharika Chaudhari,35,26-35,Male,Kolkata,West Bengal,New,2024-08-30,gautam05@example.com,+91-7936383564,True,327893.06
1515,Omkaar Shroff,49,46-60,Female,Chennai,Tamil Nadu,Regular,2025-03-01,ddar@example.net,+91-7434627120,True,8491.41
1516,Gaurika Wali,47,46-60,Male,Patna,Bihar,Regular,2024-06-14,thomasdash@example.net,+91-7616345287,True,84294.13
1517,Yashoda Buch,62,60+,Female,Patna,Bihar,New,2024-11-25,ekani75@example.net,+91-8489305396,True,8259.68
1518,Chaitanya Palan,43,36-45,Female,Pune,Maharashtra,Regular,2025-10-08,chaudrysanaya@example.net,+91-8847780967,True,109572.13
1519,Jack Mane,64,60+,Male,Hyderabad,Telangana,VIP,2024-02-15,vasana53@example.com,+91-8620456681,True,43809.83
1520,Jonathan Krishna,32,26-35,Female,Patna,Bihar,Churned,2024-11-16,ysavant@example.org,+91-8431440476,False,0.0
1521,Balvan Das,37,36-45,Female,Patna,Bihar,VIP,2024-07-02,grajan@example.net,+91-7803945968,True,7323.54
1522,Qasim Soman,32,26-35,Female,Mumbai,Maharashtra,New,2024-05-04,ekani78@example.org,+91-8460415805,True,537129.44
1523,Baghyawati Batta,51,46-60,Male,Chennai,Tamil Nadu,New,2025-04-01,gunbirsidhu@example.net,+91-7062453644,True,30123.27
1524,Michael Singhal,26,26-35,Male,Hyderabad,Telangana,VIP,2024-12-12,michaelshankar@example.net,+91-8023525810,True,777996.67
1525,Upkaar Das,67,60+,Male,Patna,Bihar,VIP,2025-07-03,devika84@example.org,+91-9263869013,True,22519.22
1526,Rishi Dar,61,60+,Male,Delhi,Delhi,Regular,2025-03-13,zmurthy@example.net,+91-7363307764,True,30373.53
1527,Patrick Sodhi,22,18-25,Male,Kolkata,West Bengal,Churned,2025-07-28,omander@example.net,+91-9746072144,False,0.0
1528,Chandani Nair,33,26-35,Female,Patna,Bihar,VIP,2024-02-16,abhiram81@example.com,+91-8407461202,True,695849.76
1529,Yashasvi Bir,27,26-35,Male,Mumbai,Maharashtra,Churned,2025-09-19,bbath@example.com,+91-8667715943,False,0.0
1530,Veer Tak,61,60+,Female,Pune,Maharashtra,Regular,2024-06-06,patricktiwari@example.org,+91-7139714255,True,67590.08
1531,Vyanjana Bera,29,26-35,Female,Mumbai,Maharashtra,Regular,2024-10-31,eshana50@example.org,+91-7767264937,True,142777.63
1532,Abdul Kaur,75,60+,Female,Mumbai,Maharashtra,VIP,2025-03-02,mmander@example.org,+91-8412429052,True,17470.1
1533,Veer Andra,28,26-35,Female,Hyderabad,Telangana,VIP,2025-02-03,manncharan@example.org,+91-7422857284,True,52487.56
1534,Tripti Amble,38,36-45,Male,Hyderabad,Telangana,Churned,2024-07-12,madhavdhar@example.net,+91-8794507155,False,0.0
1535,Harini Deep,62,60+,Male,Chennai,Tamil Nadu,Regular,2024-08-12,triyapurohit@example.org,+91-8634396045,True,4610.9
1536,Baghyawati Narula,32,26-35,Female,Mumbai,Maharashtra,Regular,2025-04-19,vedhika25@example.com,+91-8962143254,True,74668.81
1537,Unnati Cheema,25,18-25,Male,Chennai,Tamil Nadu,New,2024-03-31,zmangal@example.com,+91-8346065970,True,536571.82
1538,Vamakshi Srivastava,56,46-60,Female,Patna,Bihar,Regular,2024-07-27,email_not_provided@unknown.com,+91-8352225048,True,21073.7
1539,Faqid Bora,50,46-60,Female,Patna,Bihar,Churned,2025-01-15,neel98@example.org,+91-7770240465,False,0.0
1540,Robert Bakshi,34,26-35,Male,Chennai,Tamil Nadu,VIP,2024-11-24,darikaraja@example.com,+91-8982159600,True,540156.55
1541,Balendra Munshi,28,26-35,Male,Patna,Bihar,Regular,2024-07-13,fnarain@example.com,+91-8272449333,True,0.0
1542,Zaitra Sood,57,46-60,Male,Bangalore,Karnataka,Regular,2025-01-30,rattirachita@example.net,+91-7697980032,True,19692.92
1543,Ayushman Andra,41,36-45,Female,Patna,Bihar,Regular,2026-02-11,jaiamble@example.com,+91-9752983989,True,253725.67
1544,Keya Sankaran,58,46-60,Female,Kolkata,West Bengal,Regular,2025-02-05,qsawhney@example.org,Phone Not Available,True,27641.18
1545,Ishita Varty,19,18-25,Female,Patna,Bihar,VIP,2024-07-05,hamsinisinha@example.org,+91-8235315719,True,135555.55
1546,Avi Dalal,65,60+,Male,Kolkata,West Bengal,New,2025-09-22,amara70@example.org,+91-8216630209,True,20275.61
1547,Aditya Borah,74,60+,Female,Pune,Maharashtra,Regular,2025-03-19,george26@example.com,+91-8638904329,True,15970.82
1548,Falguni Basu,62,60+,Male,Hyderabad,Telangana,New,2024-07-11,oscar99@example.org,+91-7488788200,True,94725.93
1549,Vidhi Dugal,70,60+,Male,Mumbai,Maharashtra,Regular,2024-04-27,kevinamble@example.org,+91-9734623506,True,29840.26
1550,Yahvi Dash,72,60+,Female,Pune,Maharashtra,Regular,2025-11-27,widisha57@example.org,+91-9242020556,True,4806.62
1551,Adya Kar,69,60+,Female,Patna,Bihar,VIP,2025-06-07,pranitwason@example.net,+91-9432759100,True,40188.72
1552,Nisha Ramakrishnan,70,60+,Male,Patna,Bihar,New,2024-05-11,kharebishakha@example.com,+91-9691348618,True,27325.18
1553,Harish Anne,70,60+,Female,Chennai,Tamil Nadu,Regular,2024-06-28,gokhaleyuvraj@example.com,+91-8506297091,True,26735.79
1554,Yashica Sami,66,60+,Female,Mumbai,Maharashtra,Regular,2025-04-15,parikhjairaj@example.net,+91-9374224381,True,43611.21
1555,Chaaya Lanka,43,36-45,Male,Chennai,Tamil Nadu,Regular,2024-10-01,echacko@example.com,+91-7323034402,True,221776.78
1556,Praneel Prakash,27,26-35,Female,Patna,Bihar,Churned,2024-10-08,nathanwagle@example.org,+91-9724504479,False,0.0
1557,Tarak Rajan,61,60+,Female,Hyderabad,Telangana,Regular,2024-08-29,tvirk@example.org,+91-7714311672,True,13706.07
1558,Guneet Gokhale,53,46-60,Female,Chennai,Tamil Nadu,Regular,2025-03-01,psawhney@example.net,+91-7609707892,True,3187.78
1559,Waida Ben,52,46-60,Female,Mumbai,Maharashtra,New,2025-04-15,dubevaishnavi@example.net,+91-7724919740,True,35329.1
1560,Samaksh Deep,51,46-60,Female,Mumbai,Maharashtra,Regular,2024-06-28,choudhryveda@example.net,+91-7134817119,True,70561.88
1561,Manthan Naik,75,60+,Male,Chennai,Tamil Nadu,Regular,2025-07-08,omann@example.org,+91-9054709659,True,81211.29
1562,Onveer Ganesh,64,60+,Female,Delhi,Delhi,New,2024-09-21,tpurohit@example.org,+91-9232042302,True,58043.73
1563,Bhanumati Yadav,42,36-45,Male,Hyderabad,Telangana,New,2024-02-15,contractorfalak@example.net,+91-9099504161,True,0.0
1564,Bhavika Kashyap,31,26-35,Female,Chennai,Tamil Nadu,New,2024-11-04,masternikita@example.net,+91-8055105300,True,245593.24
1565,Yasti De,70,60+,Female,Mumbai,Maharashtra,New,2024-10-23,teerth20@example.org,Phone Not Available,True,26800.38
1566,Jyoti Chaudry,24,18-25,Female,Pune,Maharashtra,Regular,2024-10-16,tanveer64@example.org,+91-7834406728,True,87536.26
1567,Aayush Toor,41,36-45,Male,Bangalore,Karnataka,New,2025-07-10,balveerbera@example.com,+91-7454586241,True,385430.48
1568,Umang Sood,32,26-35,Female,Kolkata,West Bengal,VIP,2024-04-02,diptasalvi@example.net,+91-8177909157,True,604721.89
1569,Frederick Devi,54,46-60,Male,Hyderabad,Telangana,Churned,2025-09-22,yachanakhare@example.com,+91-8626201318,False,0.0
1570,Manan Gera,22,18-25,Female,Pune,Maharashtra,Regular,2025-03-04,mitalyadavi@example.com,+91-7476282733,True,329506.85
1571,Saumya Wali,40,36-45,Female,Pune,Maharashtra,New,2025-12-06,bimalajaggi@example.org,+91-8157982398,True,0.0
1572,Lucky Sur,55,46-60,Female,Kolkata,West Bengal,New,2024-06-15,golemanthan@example.org,+91-7755857279,True,11937.94
1573,Ekapad Padmanabhan,56,46-60,Male,Kolkata,West Bengal,Regular,2024-10-29,hayreijaya@example.net,+91-7145545469,True,7724.0
1574,Nidhi Subramaniam,42,36-45,Male,Pune,Maharashtra,Regular,2024-04-04,daksheshpandya@example.org,+91-9419599540,True,806946.51
1575,Eta Suri,58,46-60,Male,Chennai,Tamil Nadu,New,2026-01-24,ejohal@example.net,+91-8971787693,True,74667.66
1576,Frado Samra,47,46-60,Female,Mumbai,Maharashtra,Regular,2024-04-21,mandagaurika@example.net,+91-9121158030,True,49745.7
1577,Jyoti Saraf,70,60+,Female,Mumbai,Maharashtra,Regular,2024-11-25,ychaudhry@example.org,+91-8563140346,True,48178.43
1578,Dalaja Sampath,46,46-60,Female,Hyderabad,Telangana,New,2025-07-31,omajasaini@example.net,+91-7736292456,True,20304.75
1579,Kala Tank,48,46-60,Male,Pune,Maharashtra,Churned,2024-05-21,wchaudhari@example.net,+91-7080396424,False,0.0
1580,Indrajit Barman,52,46-60,Female,Delhi,Delhi,Regular,2026-02-07,bchahal@example.org,+91-7046504517,True,41744.73
1581,Riya Warrior,39,36-45,Male,Hyderabad,Telangana,Regular,2025-03-11,sarinbimala@example.org,+91-8986723735,True,186649.2
1582,Gaurav Gola,19,18-25,Male,Bangalore,Karnataka,Regular,2024-03-04,nirja27@example.com,+91-8276463773,True,577496.9
1583,Faras Nori,26,26-35,Male,Pune,Maharashtra,Regular,2025-05-11,email_not_provided@unknown.com,+91-9580223429,True,843208.24
1584,Nilima Loke,74,60+,Female,Chennai,Tamil Nadu,Regular,2025-02-20,email_not_provided@unknown.com,+91-8043992234,True,49623.7
1585,Charvi Lad,75,60+,Female,Delhi,Delhi,Regular,2025-12-31,ethangala@example.com,+91-9846303993,True,0.0
1586,Arjun Chopra,42,36-45,Male,Kolkata,West Bengal,VIP,2025-11-11,arunimanatarajan@example.com,+91-7777783029,True,40802.47
1587,Adya Basak,22,18-25,Male,Hyderabad,Telangana,Regular,2024-12-23,dasssimon@example.com,+91-7463218925,True,101163.32
1588,Nidhi Sane,58,46-60,Female,Bangalore,Karnataka,Churned,2024-07-29,isaiahsha@example.org,+91-7980441617,False,0.0
1589,Yamini Sem,50,46-60,Female,Chennai,Tamil Nadu,Regular,2025-01-16,borrakiaan@example.com,+91-8814297935,True,66694.34
1590,Yashodhara Kala,66,60+,Female,Bangalore,Karnataka,New,2025-01-18,harrison05@example.net,+91-9976817967,True,28745.01
1591,Tristan Agarwal,66,60+,Female,Bangalore,Karnataka,New,2025-10-10,hariniissac@example.com,+91-8722177907,True,19752.5
1592,Bhanumati Taneja,71,60+,Female,Bangalore,Karnataka,VIP,2024-06-14,xkumer@example.net,+91-9969496818,True,21453.64
1593,Yatin Singh,23,18-25,Male,Kolkata,West Bengal,Regular,2024-07-20,cnatarajan@example.com,+91-7511000905,True,180495.46
1594,Daniel Chaudhary,73,60+,Female,Mumbai,Maharashtra,VIP,2025-01-13,baradgauri@example.net,+91-8688035568,True,26714.11
1595,Sanya Nadkarni,52,46-60,Male,Kolkata,West Bengal,Regular,2024-11-21,aarnav07@example.org,+91-7496942184,True,18068.98
1596,Jonathan Bawa,29,26-35,Male,Kolkata,West Bengal,New,2024-03-01,sanghvidevansh@example.org,+91-9257564134,True,185329.68
1597,Oscar Mallick,48,46-60,Male,Hyderabad,Telangana,Regular,2025-11-29,amritalad@example.net,+91-9737368785,True,41630.35
1598,Gautam Sem,45,36-45,Male,Mumbai,Maharashtra,Regular,2025-04-02,sidhuom@example.net,+91-8660347028,True,86400.46
1599,Baljiwan Bera,72,60+,Female,Patna,Bihar,Regular,2024-12-16,mitterbina@example.org,+91-7926581828,True,25581.23
1600,Mekhala Deshmukh,27,26-35,Male,Chennai,Tamil Nadu,VIP,2025-05-05,veda04@example.com,+91-9842450203,True,163674.55
1601,Qasim Kuruvilla,64,60+,Male,Patna,Bihar,Regular,2025-04-08,rattaveda@example.org,+91-9563157331,True,50496.06
1602,Tanish Sani,44,36-45,Male,Kolkata,West Bengal,VIP,2024-11-03,avibhattacharyya@example.org,+91-8535155508,True,167177.21
1603,Faqid Lal,70,60+,Male,Hyderabad,Telangana,Regular,2025-09-23,ekaraj59@example.net,+91-7284273976,True,44878.24
1604,Gopal Suri,20,18-25,Female,Mumbai,Maharashtra,New,2025-03-13,nagarbina@example.net,+91-8440726185,True,409324.91
1605,Samar Naik,27,26-35,Female,Kolkata,West Bengal,VIP,2025-02-09,fitanbath@example.com,+91-9169803703,True,363101.5
1606,Finn Wali,42,36-45,Female,Kolkata,West Bengal,Regular,2024-11-07,manbirdeshmukh@example.com,+91-8552904456,True,196994.37
1607,Shivansh Bhasin,56,46-60,Male,Pune,Maharashtra,VIP,2025-12-09,email_not_provided@unknown.com,+91-8792331118,True,95282.46
